ἆ I
εἰσφορά N
εἶτα I D
εἴτε C
εἴτοι C
εἴωθα V
ἐκ P
ἕκαστος A
ἑκάτερος A
ἑκατέρωθεν D
ἑκατόν M
ἑκατονταετής A
ἑκατονταπλασίων A
ἑκατοντάρχης N
ἑκατόνταρχος N
ἑκατοντάς N
ἑκατοστεύω V
ἑκατοστός A
ἐκβαίνω V
ἐκβάλλω V
ἔκβασις N
Ἐκβάτανα Np
ἐκβεβηλόω V
ἐκβιάζω V
ἐκβλαστάνω V
ἐκβλύζω V
ἐκβοάω V
ἐκβολή N
ἔκβολος A
ἐκβράζω V
ἐκβρασμός N
ἐκγελάω V
ἐκγεννάω V
ἔκγονος A
ἐκγράφω V
ἐκδανείζω V
ἐκδειματόω V
ἐκδεκτέον A
ἐκδέρω V
ἐκδέχομαι V
ἐκδέω V
ἔκδηλος A
ἐκδημία N
ἐκδιαιτάω V
ἐκδιδάσκω V
ἐκδίδωμι V
ἐκδιηγέομαι V
ἐκδικάζω V
ἐκδικέω V
ἐκδίκησις N
ἐκδικητής N
ἔκδικος A
ἐκδιώκω V
ἔκδοτος A
ἐκδύω V
ἐκεῖ D
ἐκεῖθεν D
ἐκεῖνος R
ἐκεῖσε D
ἐκελεκτός N
ἐκζέω V
ἐκζητέω V
ἐκζήτησις N
ἐκζητητής N
ἐκθαμβέω V
ἔκθαμβος A
Εκθανααδ Np
ἐκθαυμάζω V
ἔκθεμα N
ἐκθερίζω V
ἔκθεσις N
ἔκθεσμος A
ἐκθέω V
ἐκθηλάζω V
ἐκθλίβω V
ἔκθυμος A
ἐκιχνεύω V
ἐκκαθαίρω V
ἐκκαθαρίζω V
ἑκκαίδεκα M
ἑκκαιδέκατος A
ἐκκαίω V
ἐκκακέω V
ἐκκαλέω V
ἐκκαλύπτω V
Εκκας Np
ἐκκαυχάομαι V
ἐκκενόω V
ἐκκεντέω V
ἐκκήρυκτος A
Εκκης Np
ἐκκινέω V
ἐκκλησία N
ἐκκλησιάζω V
Ἐκκλησιαστής Np
ἔκκλητος A
ἐκκλίνω V
ἐκκλύζω V
ἐκκόλαμμα N
ἐκκολάπτω V
ἐκκομιδή N
ἐκκόπτω V
ἐκκράζω V
ἐκκρέμαμαι V
ἐκκρούω V
ἐκκύπτω V
ἐκλαλέω V
ἐκλαμβάνω V
ἔκλαμπρος A
ἐκλάμπω V
ἔκλαμψις N
ἐκλατομέω V
ἐκλέγω V
ἐκλείπω V
ἐκλείχω V
ἔκλειψις N
ἐκλεκτός A
ἐκλευκαίνω V
ἔκλευκος A
ἐκλικμάω V
ἐκλιμία N
ἐκλιμπάνω V
ἐκλογή N
ἐκλογίζομαι V
ἐκλογιστή N
ἐκλογιστής N
ἐκλογιστία N
ἐκλοιπάζω V
ἐκλοχίζω V
ἔκλυσις N
ἐκλυτρόομαι V
ἐκλύω V
ἕκλω V
ἐκμαρτυρέω V
ἐκμάσσω V
ἐκμελετάω V
ἐκμελίζω V
ἐκμετρέω V
ἐκμιαίνω V
ἐκμυελίζω V
ἐκμυκτηρίζω V
ἐκνεύω V
ἐκνήφω V
ἔκνηψις N
ἑκουσιάζομαι V
ἑκουσιασμός N
ἑκούσιος A
ἑκουσίως D
ἐκπαιδεύω V
ἐκπαίζω V
ἐκπειράζω V
ἐκπέμπω V
ἐκπεράω V
ἐκπεριπορεύομαι V
ἐκπετάζω V
ἐκπετάννυμι V
ἐκπέτομαι V
ἐκπηδάω V
ἐκπιέζω V
ἐκπικραίνομαι V
ἐκπίνω V
ἐκπίπτω V
ἐκπληρόω V
ἐκπλήρωσις N
ἐκπλήσσω V
ἐκπλύνω V
ἐκποιέω V
ἐκπολεμέω V
ἐκπολιορκέω V
ἐκπολιτεύω V
ἐκπορεύομαι V
ἐκπορθέω V
ἐκπορνεύω V
ἐκπρεπής A N
ἐκπρέπω V
ἐκπρίω V
ἐκπυρόω V
ἐκρέω V
ἔκρηγμα N
ἐκρήγνυμι V
ἐκριζόω V
ἐκριζωτής N
ἐκριπτέω V
ἐκρίπτω V
ἔκρυσις N
ἐκσαρκίζομαι V
ἐκσιφωνίζω V
ἐκσοβέω V
ἐκσπάω V
ἐκσπερματίζω V
ἐκσπονδυλίζω V
ἔκστασις N
ἐκστρατεύω V
ἐκστρέφω V
ἐκσυρίζω V
ἐκσύρω V
ἐκταράσσω V
ἔκτασις N
ἐκτάσσω V
ἐκτείνω V
ἐκτελέω V
ἐκτέμνω V
ἐκτένεια N
ἐκτενής A
ἐκτενία N
ἐκτενῶς D
ἐκτήκω V
ἐκτίθημι V
ἐκτίκτω V
ἐκτίλλω V
ἐκτιναγμός N
ἐκτινάσσω V
ἐκτίνω V
ἐκτοκίζω V
ἐκτομίας N
ἐκτοπίζω V
ἐκτός P
ἕκτος A
ἐκτρέπω V
ἐκτρέχω V
ἐκτριβή N
ἐκτρίβω V
ἐκτρυγάω V
ἐκτρώγω V
ἔκτρωμα N
ἐκτυπόω V
ἐκτύπωμα N
ἐκτύπωσις N
ἐκτυφλόω V
ἐκυρεύω V
ἐκφαίνω V
ἐκφαυλίζω V
ἐκφέρω V
ἐκφεύγω V
ἔκφημι V
ἐκφλέγω V
ἐκφοβέω V
ἔκφοβος A
ἐκφορά N
ἐκφόριον N
ἐκφυγή N
ἐκφύρω V
ἐκφυσάω V
ἐκφωνέω V
ἐκχέω V
ἐκχολάω V
ἔκχυσις N
ἐκχωρέω V
ἐκχωρίζω V
ἐκψύχω V
ἑκών A
Ελα Np
ἐλαία N
ἐλαίαν N
ἐλάϊνος A
ἐλαιολογέω V
ἔλαιον N
ἐλαιών N
Ελαμι Np
Ἐλαμίτης Np
ἔλαμψαν V
Ελασα Np
ἔλασμα N
ἐλασσονόω V
ἐλάσσω V
ἐλάσσων A D
ἐλάτη N
ἐλάτινος A
ἐλατός A
ἐλαττονέω V
ἐλαττονόω V
ἐλαττόω V
ἐλάττωμα N
ἐλάττωσις N
ἐλαύνω V
ἔλαφος N A
ἐλαφρός A
Ελβων Np
Ελβωυδαδ Np
Ελδαα Np
Ελδαδ Np
Ελεαδ Np
Ελεαδα Np
Ἐλεάζαρ Np
Ἐλεάζαρος Np
Ελεαλη Np
Ελεαναν Np
Ελεασα Np
ἐλεάω V
ἐλεγμός N
ἔλεγξις N
ἔλεγχος N
ἐλέγχω V
ἐλεεινός A
ἐλεέω V
Ελεηλ Np
ἐλεημοποιός A
ἐλεημοσύνη N
ἐλεήμων A
Ἐλεισαῖε Np
Ελεκεθ Np
ἑλεόπολις N
ἔλεος N D
ἐλευθερία N
ἐλεύθερος A
Ἐλεύθερος Np
ἐλευθερόω V
ἐλευστέον A
ἐλέφαντα N
ἐλεφαντάρχης N
ἐλέφαντας N
ἐλέφαντι N
ἐλεφάντινος A
ἐλεφάντων N
ἐλέφας N
Ελζαβαδ Np
Ελθεκεν Np
Ελθεκω Np
Ελθουλα Np
Ελθουλαδ Np
Ελθωδαδ Np
Ελια Np
Ελιαβ Np
Ελιαβα Np
Ελιαδα Np
Ελιαδαε Np
Ελιαδας Np
Ελιαζαι Np
Ελιαζερ Np
Ελιαθα Np
Ἐλιακείμ Np
Ἐλιακίμ Np
Ελιαλις Np
Ελιανα Np
Ελιαρεφ Np
Ελιασιβ Np
Ἐλιάσιβος Np
Ελιασιμος Np
Ελιασις Np
Ελιασου Np
Ελιαωνιας Np
Ελιβαμας Np
Ελιβεμα Np
Ελιδαε Np
Ελιε Np
Ἐλιέζερ Np
Ελιηλ Np
Ελιηλι Np
Ελιθεναν Np
Ελικα Np
ἑλικτός A
Ελιμελεκ Np
Ελιμουθ Np
ἕλιξ N
Ελιου Np
Ἐλιούδ Np
Ελιους Np
Ελισα Np
Ἐλισάβετ Np
Ελισαε Np
Ελισαι Np
Ελισαιε Np
Ἐλισαῖος Np
Ελισαμα Np
Ελισαμαε Np
Ελισαφ Np
Ελισαφαν Np
Ελισουβ Np
Ελισουρ Np
Ελισους Np
Ἐλισσαῖος Np
ἑλίσσω V
Ελιφαλαθ Np
Ελιφαλατ Np
Ελιφαλατος Np
Ελιφαλεθ Np
Ελιφαλετ Np
Ελιφαλια Np
Ελιφαλιας Np
Ελιφας Np
Ελιωηναι Np
Ελιωναις Np
Ελιωνας Np
Ελκαι Np
Ελκανα Np
Ελκεσαίος Np
Ελκια Np
ἕλκος N
ἑλκύω V
ἕλκω V
Ελκωθαιμ Np
Ελλαναθαν Np
Ελλαναν Np
Ἑλλάς Np
Ελλασαρ Np
Ελληλ Np
Ἕλλην Np
ἑλληνικός A
Ἑλληνικός A N
Ἑλληνίς Np
Ἑλληνισμός Np
Ἑλληνιστής Np
Ἑλληνιστί Np
Ελλης Np
ἐλλιπής A
ελλουλιμ N
Ἐλμαδάμ Np
Ελμωδαδ Np
Ἐλμωδάμ Np
ελμωνι N
Ελνααμ Np
Ἐλναθάν Np
ἕλος N
Ελουλ Np
ἐλπίζω V
ἐλπίς N
Ελραγα Np
Ἐλυμαΐδα Np
Ἐλυμαῖος Np
Ἐλυμαίς Np
Ἐλύμας Np
Ελφααλ Np
Ελφαλ Np
Ελφαλατ Np
ελωαι N
ἐλωΐ N
Ελωμ Np
Εμαθ Np
Εμαθις Np
Εμακ Np
ἐμάκρυναν D
ἐμαυτοῦ R
ἐμβαίνω V
ἐμβάλλω V
ἐμβατεύω V
ἐμβιβάζω V
ἐμβίωσις N
ἐμβλέπω V
ἐμβολή N
ἐμβριμάομαι V
ἐμβρίμημα N
ἐμεγαλύνθω V
Εμεκ Np
Εμεκαχωρ Np
Εμεκραφαϊν Np
Εμεμαων Np
Εμερων Np
ἔμετος N
ἐμέω V
Εμηρ Np
Εμιουδ Np
Εμμαθ Np
ἐμμανής A
Ἐμμανουήλ Np
Ἐμμαοῦς Np
ἐμμελέτημα N
ἐμμένω V
Εμμηρ Np
Εμμηρούθ Np
ἐμμολύνω V
ἔμμονος A
Ἐμμόρ Np
Εμμωθ Np
Ἑμμώρ Np
ἐμός A
Εμοσφεως Np
ἔμπαιγμα N
ἐμπαιγμονή N
ἐμπαιγμός N
ἐμπαίζω V
ἐμπαίκτης N
ἐμπαραγίνομαι V
ἐμπειράομαι V
ἐμπειρία N
ἔμπειρος A
ἐμπείρω V
ἐμπεριπατέω V
ἐμπήγνυμι V
ἐμπηδάω V
ἐμπίμπλημι V
ἐμπίμπρημι V
ἐμπίπλημι V
ἐμπίπτω V
ἐμπιστεύω V
ἐμπλάσσω V
ἐμπλατύνω V
ἐμπλέκω V
ἐμπληθύνομαι V
ἐμπλόκιον N
ἐμπνέος A
ἔμπνευσις N
ἐμπνέω V
ἔμπνους A
ἐμποδίζω V
ἐμποδιστικός A
ἐμποδοστατέω V
ἐμποδοστάτης N
ἐμποιέω V
ἐμπολάω V
ἐμπονέω V
ἐμπορεύομαι V
ἐμπορία N
ἐμπόριον N
ἔμπορος N
ἐμπορπάω V
ἐμπορπόομαι V
ἐμπρήθω V
ἔμπροσθεν P D
ἐμπρόσθιον N
ἐμπρόσθιος A
ἐμπτύω V
ἐμπυρίζω V
ἐμπυρισμός N A
ἐμπυριστής A
ἔμπυρος A
ἐμφαίνω V
ἐμφανής A
ἐμφανίζω V
ἐμφανισμός A
ἐμφανῶς D
ἔμφασις N
ἐμφέρω V
ἔμφοβος A
ἐμφραγμός N
ἐμφράσσω V
ἐμφυσάω V
ἐμφυσιόω V
ἔμφυτος A
ἐν D P
Ενααλα Np
ἐναγκαλίζομαι V
ἐναγκάλισμα N
ἐναγωνίζομαι V
Εναθ Np
ἐναθλέω V
Ενακ Np
Ενακιμ Np
ἐνακισχίλιοι A
ἐνακούω V
ἐναλλαγή N
ἐναλλάξ D
ἐνάλλομαι V
ἔναντι D P
ἐναντίον D P
ἐναντιόομαι V
ἐναντίος A P
ἐναντιόω V
ἐναπερείδω V
ἐναποθνήσκω V
ἐναποσφραγίζω V
ἐνάρετος A
ἐναρίθμιος A
ἐναρμόζω V
ἐνάρχομαι V
ἐνατενίξω V
ἔνατος A
Ἔνατος Np
ἐναφίημι V
Εναχ Np
Ενγαδδι Np
ἐνδεής A
ἔνδεια N
ἐνδείκνυμι V
ἐνδείκτης N
ἕνδεκα M
ἑνδέκατος A
ἐνδελεχέω V
ἐνδελεχής A
ἐνδελεχίζω V
ἐνδελεχισμός N
ἐνδελεχῶς D
ἔνδεσμος A N
ἐνδέχεται V
ἐνδέχομαι V
ἐνδεχομένως D
ἐνδέω V
ἐνδιαβάλλω V
ἐνδιατρίβω V
ἐνδιδύσκω V
ἐνδίδωμι V
ἐνδογενής A
ἔνδοθεν D
ἔνδον D
ἐνδοξάζομαι V
ἐνδοξάζω V
ἔνδοξος A
ἐνδόξως D
ἐνδόσθια N
ἐνδόσθιον N
ἔνδυμα N
ἐνδυναμόω V
ἔνδυσις N
ἐνδύω V
ἐνέδρα N
ἐνεδρεύω V
ἔνεδρον N
ἐνεῖδον V
ἐνειλέω V
ἔνειμι V
ἐνείρω V
ἕνεκα D P
ἕνεκεν D P
Ενεμασσαρ Np
Ἐνεμέσσαρος Np
Ενεμετιιμ Np
ἐνενήκοντα M
ἐνενηκονταετής M
ἐνεξουσιάζω V
ἐνεός A
ἐνεργάζομαι V
ἐνέργεια N
ἐνεργέω V
ἐνεργός A
ἐνευλογέω V
ἐνευφραίνομαι V
ἐνεχυράζω V
ἐνεχυράσαι V
ἐνεχύρασμα N
ἐνεχυρασμός N
ἐνέχυρον N
ἐνέχω V
ἐνήδρευσαν V
ἐνῆλιξ N
ἐνῆμαι V
Ενήνιος Np
ἔνθα D
ἐνθάδε D
ἔνθεμα N
ἐνθέμιον N
ἔνθεσμος A
ἐνθουσιάζω V
ἐνθρονίζω V
ἐνθρύπτω V
ἐνθυμέομαι V
ἐνθύμημα N
ἐνθύμιος A
ἐνθυμίου A
ἐνιαύσιος A
ἐνιαυτός N
ἐνίημι V
ἔνιοι A
ἐνίοτε D
ἐνίστημι V
ἐνισχύω V
Ενναθωθ Np
ἐννακόσιοι A
Ἐννατάν Np
ἐννέα M
ἐννεακαίδεκα M
ἐννεακαιδέκατος A N
ἐννέμω V
ἐννενηκονταεννέα M
ἐννεός A
ἐννεοσσεύω V
ἔννευμα N
ἐννεύω V
ἐννοέω V
ἐννόημα N
ἔννοια N
Εννομ Np
ἔννομος A
ἐννόμως D
ἐννοσσοποιέομαι V
ἔννυχα A
ἔννυχος A
Εννων Np
ἐνοικειόω V
ἐνοικέω V
ἐνοικίζω V
ἔνοικος A
ἐνοπλίζω V
ἔνοπλος A N
ἐνορκίζω V
ἐνόρκιος N
ἔνορκος A
ἐνόρκως D
ἐνοχλέω V
ἔνοχος A
ἐνσείω V
ἐνσιτέομαι V
ἐνσκολιευόμαι V
ἔνταλμα N
ἐντάσσω V
ἐνταῦθα D
ἐνταφιάζω V
ἐνταφιαστής N
ἐντείνω V
ἐντελέω V
ἐντέλλομαι V
ἔντερον N
ἐντεῦθεν D
ἔντευξις N
ἐντήκω V
ἐντίθημι V
ἐντιμάω V
ἔντιμος A
ἐντίμως D
ἐντιναγμός N
ἐντινάσσω V
ἐντολή N
ἐντομίς N
ἐντός D P
ἐντρέπω V
ἐντρεχής A
ἔντριτος A
ἔντρομος A
ἐντροπή N
ἐντρυφάω V
ἐντρύφημα N
ἐντυγχάνω V
ἐντυχία N
ἔνυδρος A
ἐνυπνιάζομαι V
ἐνυπνιάζω V
ἐνυπνιαστής N
ἐνύπνιον N
ἐνυποτάσσω V
ἔνυστρον N
ενφωθ N
Ενωβ Np
ἐνώπιος A D P
Ἐνώς Np
ἐνωτίζομαι V
ἐνώτιον A N
Ἐνώχ Np
ἕξ M
ἐξαγγέλλω V
ἐξαγοράζω V
ἐξαγορεύω V
ἐξαγορία N
ἐξαγριαίνω V
ἐξάγω V
ἐξάδελφος N
ἔξαιμος A
ἐξαίρετος A
ἐξαιρέω V
ἐξαίρω V
ἐξαίσιος A
ἐξαίσος A
ἐξαίφνης D
ἑξάκις D
ἑξακισχίλιοι A
ἐξακολουθέω V
ἐξακονάω V
ἑξακόσιοι A
ἑξακοσιοστός A
ἐξακριβάζω V
ἐξαλάομαι V
ἐξάλειπτρον N
ἐξαλείφω V
ἐξάλειψις N
ἐξαλλάσσω V
ἐξαλλοιόω V
ἐξάλλομαι V
ἔξαλλος A
ἐξαλλοτριόω V
ἐξαμαρτάνω V
ἑξάμηνος N
ἐξαναλίσκω V
ἐξανάστασις N
ἐξανατέλλω V
ἐξανθέω V
ἐξανίστημι V
ἐξαντλέω V
ἐξαπατάω V
ἐξάπινα D
ἐξαπίνης D
ἐξαπόλλυμι V
ἐξαπορέω V
ἐξαποστέλλω V
ἐξαποστολή N
ἐξάπτω V
ἔξαρθρος A
ἐξαρθρόω V
ἐξαριθμέω V
ἐξαρκέω V
ἐξαρνέομαι V
ἐξαρπάζω V
ἔξαρσις N
ἐξαρτάω V
ἐξάρχω V
ἐξασθενέω V
ἐξασκέω V
ἐξαστράπτω V
ἐξατιμόομαι V
ἐξαφίημι V
ἐξεγείρω V
ἐξέγερσις N
ἐξέδρα N
ἐξεικονίζω V
ἐξειλέω V
ἔξειμι V
ἐξεκκλησιάζω V
ἐξελαύνω V
ἐξελέγχω V
